gender,education,cue,n,api_calls,system_prompt,prompt,responses
male,high school,seminars,3,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'seminars'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Learning, PowerPoint, Note-taking, Coffee, Business suits; Expert Speakers, Handouts, Networking, Question and Answer, Projector; Career Development, Certificates, Panel Discussion, Audience, Laptops; Professional Growth, Workshops, Interactive, Skills Improvement, Attendance; Industry Updates, Guest Lecture, Information Overload, Breakout Sessions, Evaluation Forms; Team Building, Motivational Speaker, Public Speaking, Group Activities, Feedback; Technical Training, Online Webinar, Collaboration, Case Studies, Certifications; Economic Trends, Market Analysis, Continuing Education, Thought Leadership, Roundtable; Innovation, Strategy Sessions, Benchmarks, Best Practices, Brainstorming; Leadership, Coaching, Mentoring, Goal Setting, Achievement."
male,high school,smart devices,3,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'smart devices'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Smartphones, smartwatches, voice assistants, smart thermostats, smart TVs; tablets, Bluetooth speakers, fitness trackers, Wi-Fi cameras, smart locks; smart refrigerators, game consoles, smart plugs, drones, virtual reality headsets; wireless earbuds, smart scales, robotic vacuums, smart lights, smart ovens; smart mirrors, e-readers, streaming media players, smart air purifiers, smart irrigation systems; smart doorbells, car infotainment systems, home security systems, smart glasses, smart projectors; smart water bottles, GPS trackers, pet cameras, smart fans, smart bedding; laptop computers, smart mugs, digital art frames, smart pens, smart shoes; action cameras, smart grills, electric scooters, smart bike locks, smart toothbrushes; home automation hubs, smart garage door openers, smart kettles, network-attached storage devices, smart shower controllers; portable projectors, smart wearables for pets, smart suitcases, smart wallets, touch-free soap dispensers."
male,high school,software,3,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'software'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Computers, Gaming, Smartphone Apps, Coding, Windows; Adobe Photoshop, Java, Python, Microsoft Office, Anti-virus; Video editing, Linux, Operating Systems, Mobile Development, Artificial intelligence; Data storage, Cloud computing, Social media, Cybersecurity, E-commerce; Google, YouTube, Bitcoin, Blockchain, Virtual Reality; Programming languages, Machine learning, Internet of Things, Robotics, Automation; Web design, WordPress, SQL, Databases, User Interface; Hackers, Networking, Spotify, Online banking, Streaming services; Firewalls, Silicon Valley, Tech startups, Innovation, Remote work; Open-source, Bug fixes, Video games, Smart homes, Wearable technology."
male,high school,success,3,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'success'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Money, career, family, happiness, recognition; Car, house, promotions, vacations, respect; Financial independence, leadership, marriage, education, health; Entrepreneurship, investments, awards, partnerships, mentorship; Stability, network, influence, expertise, charity; Achievement, personal development, legacy, innovation, security; Ownership, fitness, community engagement, spiritual growth, balance; Fame, power, property, fulfillment, freedom; Savings, knowledge, creativity, discipline, resilience; Connections, accolades, proficiency, efficiency, adventure."
male,high school,Albert Einstein,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'Albert Einstein'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"E=mc^2, relativity, genius, wild hair, Nobel Prize; physicist, theory of relativity, smart, mustache, blackboard; time travel, space, IQ, Theory of Everything, German; scientist, energy, mass, speed of light, iconic photo; spacetime, general relativity, physicist, intelligence, fame; thought experiments, atom, quantum theory, eccentric, influential; special relativity, chalkboard equations, physicist, groundbreaking, legend; gravity, universe, groundbreaking theories, brainy, iconic; atomic bomb, peace, mathematics, legacy, influential thinker; brain, science hero, curiosity, genius, landmark theories."
male,high school,Bill Gates,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'Bill Gates'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Microsoft, billionaire, philanthropy, technology, Windows; computers, software, wealthy, foundation, entrepreneur; innovation, vaccines, world health, charity, business; geek, success, leadership, intelligent, influential; financial success, philanthropist, software developer, education, global health; wealth, investment, computing, smart, role model; tech industry, leadership, philanthropy, innovation, billionaire; software, Gates Foundation, entrepreneurship, philanthropy, technology; success, innovation, Windows, philanthropy, computer programming; tech mogul, Microsoft, generous, leader, education."
male,high school,academia,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'academia'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Universities, research, professors, degrees, textbooks; scholarships, lectures, seminars, campus life, graduation; science labs, essays, libraries, student loans, GPA; academic journals, tenure, study groups, majors, internships; thesis, peer review, dissertations, syllabuses, faculty; academic conferences, presentations, doctoral programs, study abroad, assignments; peer tutoring, academic probation, extracurriculars, honor societies, finals; STEM fields, humanities, debates, critical thinking, guest lecturers; grants, college admissions, accreditation, academic integrity, freshman year; networking, portfolios, elective courses, alumni, career services."
male,high school,academic journals,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'academic journals'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Research articles, peer review, university libraries, citations, complex language; 

Science magazines, professors, thesis, college, subscription fees; 

Studies, findings, publication, scholarly, databases; 

Academic careers, impact factor, conferences, literature review, academic disciplines; 

Physics, biology, psychology, humanities, medicine; 

Data analysis, methodologies, abstracts, intellectual, exclusive; 

Journals, textbooks, professors, research papers, education; 

Innovations, breakthroughs, experiments, academic writing, references; 

Professional societies, academic standards, co-authors, editorial board, peer-reviewed; 

Knowledge, discovery, academic achievement, higher education, academic circles."
male,high school,adaptability,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'adaptability'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Survival, job market, technology, learning new skills, flexibility; Change, resilience, problem-solving, creativity, innovation; Climate change, renewable energy, evolution, adjusting attitudes, open-mindedness; Military life, deployments, moving frequently, coping with loss, perseverance; Career shifts, retraining, entrepreneurship, remote work, globalization; Health crises, pandemic, mental well-being, physical fitness, diet adjustments; Relationship dynamics, parenting, communication, compromise, empathy; Financial planning, budgeting, investing, economic downturns, job loss; Education, online learning, self-teaching, tutoring, mentorship; Social media, digital literacy, cyber security, privacy changes, new platforms."
male,high school,ambition,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'ambition'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Success, career, goals, hard work, achievement; Wealth, promotion, drive, dedication, prestige; Leadership, recognition, challenge, perseverance, motivation; Dreams, innovation, progress, determination, improvement; Power, status, ambition, ambition, ambition; Competition, aspiration, sacrifice, resilience, overcoming obstacles; Money, influence, ambition, ambition, ambition; Vision, entrepreneurship, ambition, ambition, ambition; Education, self-improvement, ambition, ambition, ambition; Milestones, ambition, ambition, ambition, ambition."
male,high school,astronomy,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'astronomy'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"stars, telescopes, planets, night sky, galaxies; space exploration, constellations, Neil Armstrong, moon landing, Hubble Space Telescope; black holes, comets, Big Bang Theory, universe, light years; NASA, astronauts, space shuttle, International Space Station, Mars Rover; Stephen Hawking, Milky Way, Andromeda Galaxy, space movies, eclipse; solar system, Saturn's rings, Jupiter's moons, meteor showers, astrology; alien life, UFOs, science fiction, extraterrestrial, Area 51; sun, earth, lunar phases, gravity, satellites; zodiac signs, horoscope, ancient astronomers, Copernicus, Galileo; dark matter, quantum physics, cosmology, star gazing, amateur astronomer."
male,high school,astrophysics,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'astrophysics'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Stars, black holes, NASA, Big Bang, galaxies; Space travel, relativity, Stephen Hawking, telescopes, dark matter; Universe, alien life, science fiction, SpaceX, supernova; Quantum mechanics, time travel, Star Wars, Hubble Telescope, Neil deGrasse Tyson; Cosmology, light years, wormholes, extraterrestrial, cosmic radiation; Gravitational waves, planet discovery, Milky Way, Einstein, astrobiology; Rocket ships, multiverse, star clusters, interstellar, cosmic background radiation; Mars missions, astrochemistry, space-time continuum, pulsars, exoplanets; Solar systems, asteroid belts, comets, space missions, photon belts; Saturn’s rings, Andromeda Galaxy, space exploration, habitable zones, dark energy."
male,high school,biotechnology,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'biotechnology'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Gene editing, vaccines, agriculture, CRISPR, pharmaceuticals; Genetic engineering, biofuels, medical research, DNA, stem cells; Cloning, bioreactors, lab-grown meat, gene therapy, bioinformatics; Organ transplants, GMOs, cancer treatment, insulin, biodegradable plastics; Fermentation, bioremediation, synthetic biology, personalized medicine, biosecurity; Environmental conservation, regenerative medicine, biosensors, nanotechnology, proteomics; Biopharmaceuticals, gene sequencing, algae biofuel, tissue engineering, microbial fermentation; Plant breeding, animal health, biomaterials, neurotechnology, computational biology; Aquaculture, bioethics, immune therapies, enzyme production, biopesticides; Antibiotics, monoclonal antibodies, biodiesel, human genome project, biohacking."
male,high school,brain games,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'brain games'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"puzzles, Sudoku, chess, memory challenges, trivia; 

Lumosity, concentration, math problems, logic puzzles, strategy games; 

crossword puzzles, riddles, optical illusions, IQ tests, word searches; 

video games, problem-solving, critical thinking, Rubik's cube, escape rooms; 

brain teasers, board games, educational apps, mental exercise, concentration drills; 

mind maps, coding challenges, jigsaw puzzles, quiz nights, lateral thinking; 

reading comprehension, Scrabble, brain training apps, neuroplasticity, attention span tests; 

mental math, Tetris, pattern recognition, brain health, speed reading; 

mazes, dominoes, reasoning tests, mental agility, trivia nights; 

card games, analytical thinking, cognitive skills, learning languages, memory retention."
male,high school,brain teasers,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'brain teasers'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Puzzles, riddles, Sudoku, logic problems, crossword puzzles; Mental workout, challenge, IQ tests, game night, fun with friends; Critical thinking, problem-solving, chess, escape rooms, code-breaking; Math problems, lateral thinking, trivia, brain waves, memory games; Creativity, concentration, learning, mind games, entertainment; Strategy, competition, curiosity, educational, board games; Word puzzles, mysteries, innovation, mind stretching, satisfaction; Intelligence, patience, perseverance, investigation, discovery; Cognitive skills, analytical thinking, reasoning, quizzes, enigmas; Imagination, stimulation, knowledge, thought experiments, mental exercise."
male,high school,brainstorming,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'brainstorming'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Ideas, creativity, teamwork, whiteboard, discussion; planning, innovation, problem-solving, meeting, collaboration; thoughts, group, sessions, thinking out of the box, solutions; projects, sketching, mind mapping, strategy, goals; brainstorm, imagination, workshopping, generating ideas, participation; notes, markers, flip chart, inspiration, challenge; organizing, productivity, debates, analysis, outcomes; design, iteration, feedback, vision, execution; brainstorm session, energy, collective thinking, breakthroughs, action plan; thinking, collaboration tools, facilitation, creativity exercises, mind dump."
male,high school,career,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'career'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Electrician, Plumber, Construction Manager, Mechanic, Welder; Police Officer, Firefighter, Military Service, Paramedic, Security Guard; Sales Associate, Retail Manager, Warehouse Supervisor, Delivery Driver, Customer Service Representative; IT Technician, Network Administrator, Computer Repair, Web Developer, Cybersecurity Analyst; Truck Driver, Commercial Pilot, Train Conductor, Ship Captain, Logistics Coordinator; Chef, Bartender, Restaurant Manager, Baker, Food Service Supervisor; Farmer, Landscaper, Forester, Fisherman, Agricultural Technician; Entrepreneur, Small Business Owner, Franchise Operator, Online Store Owner, Consultant; Graphic Designer, Photographer, Videographer, Social Media Manager, Content Creator; Tutor, Personal Trainer, Coach, Youth Worker, Camp Director."
male,high school,chemistry,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'chemistry'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"1. Experiments, Bunsen burner, Periodic table, Lab coat, Reactions; 
2. Explosions, Acids and bases, Chemical bonds, Atoms, Molecules; 
3. High school, Lab experiments, Safety goggles, Beakers, Periodic table quizzes; 
4. Elements, Compounds, Mixtures, Solutions, Chemical equations; 
5. Breaking Bad, Science fiction, Alchemy, Nobel Prize, Dmitri Mendeleev; 
6. pH scale, Litmus paper, Salts, Organic chemistry, Inorganic chemistry; 
7. Flasks, Erlenmeyer, Distillation, Chromatography, Titration; 
8. Biochemistry, Pharmaceuticals, Forensic science, Chemical industry, Environmental protection; 
9. Carbon, Hydrogen, Oxygen, Nitrogen, Water; 
10. Steroid chemistry, Protein, DNA, Vaccines, Chemical warfare."
male,high school,college degrees,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'college degrees'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Better job opportunities, expensive tuition, student loans, Bachelor's degree, more knowledge; Career advancement, debt, four years minimum, professional networks, independence; High earning potential, academic pressure, scholarships, campus life, graduation ceremony; Prestige, master's degree, competition, specialized knowledge, professors; Long-term investment, trade schools, internship opportunities, friends, higher education; Degree inflation, job market requirements, online courses, studying abroad, life experience; Financial burden, college sports, PhD, extracurricular activities, lifelong learning; Work-study programs, community college, academic achievement, career change, personal growth; Liberal arts, STEM fields, unemployment rates, fraternity/sorority, mentors; Technical skills, vocational education, entrepreneurship, critical thinking, self-discipline."
male,high school,computer programming,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'computer programming'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Coding, JavaScript, Games, High Salary, Google; Software development, Computers, Python, Hackers, Silicon Valley; Apps, Innovation, Tech companies, AI, Remote work; Web development, HTML, Startups, Debugging, Microsoft; Algorithms, Learning, Data, Projects, Freelance; Programming languages, GitHub, Tutorials, Cybersecurity, Smartphones; Automation, Robotics, Virtual Reality, Cloud computing, Facebook; Machine Learning, E-commerce, Databases, Linux, Networking; Social media, IoT (Internet of Things), Python, Online courses, Jobs; Creativity, Problem-solving, Code, IT, Tech news."
male,high school,concentration,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'concentration'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Focus, studying, meditation, exams, work; Sports, training, discipline, effort, success; Chemistry, solutions, lab class, measurements, experiments; History, concentration camps, World War II, Holocaust, suffering; Music, practice, performance, dedication, skill improvement; Reading, comprehension, learning, knowledge, library; Video games, strategy, tactics, competition, entertainment; Fitness, bodybuilding, goals, gym, health; Art, creativity, painting, detailing, craftsmanship; Coding, programming, problem-solving, computers, technology."
male,high school,data,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'data'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Numbers, computers, charts, research, internet; analysis, big data, spreadsheets, statistics, collection; information, technology, graphs, databases, privacy; storage, algorithms, cloud, science, patterns; measurement, digital, binary, AI, reports; social media, encryption, hardware, software, servers; mining, cybersecurity, internet of things, prediction, trends; coding, processing, visualization, insights, clusters; machine learning, innovation, metrics, performance, security; and data entry, accuracy, queries, learning, gigabytes."
male,high school,debate club,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'debate club'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Public speaking, arguments, school tournaments, critical thinking, persuasive skills; Confidence, stage, teamwork, research, competition; Points of view, podium, judges, speech writing, eloquence; High school memories, extracurricular, fun, leadership, strategy; Facts, evidence, rebuttal, nervousness, adrenaline; Preparation, late nights, winning, learning, respect; Audience, microphone, formal attire, time management, constructive feedback; Opinions, current events, logic, communication skills, mentorship; Trophies, debate topics, structured format, reasoning, improvement; Friendship, challenge, success, expression, debate team camaraderie."
male,high school,discussion,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'discussion'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Debate, Opinions, Group, Learning, Arguments; Conversation, Topics, Public Speaking, Ideas, Viewpoints; Chat, Exchange, Friends, Understanding, Insights; Meeting, Team, Solutions, Problem-solving, Collaboration; Forum, Online, Threads, Comments, Interaction; Classroom, Teacher, Questions, Education, Students; Panel, Experts, Conference, Analysis, Perspectives; Dialogue, Engagement, Listening, Feedback, Growth; Talk show, Guests, Entertainment, News, Controversy; Roundtable, Leaders, Policy, Strategy, Innovation."
male,high school,focus,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'focus'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Concentration, determination, goals, success, laser ; Attention, work, effort, vision, discipline ; Clarity, meditation, ambition, productivity, achievement ; Study, motivation, purpose, career, laser sight ; Persistence, discipline, target, career progress, ambition ; Hard work, dedication, improvement, drive, aim ; Tasks, dedication, concentration, camera focus, progress ; Mental strength, targets, objectives, clarity, discipline ; Ambition, concentration, drive, purpose, dedication ; Camera, clarity, aim, objectives, perseverance."
male,high school,imagination,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'imagination'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Dreams, creativity, art, fantasy novels, exploring the unknown; innovation, inventions, childhood, comic books, storytelling; daydreaming, problem-solving, drawing, music, movies; visions, science fiction, role-playing games, brainstorming, escapism; curiosity, adventure, designing, building, mysteries; playfulness, writing, imagination games, virtual reality, wild tales; futuristic, space exploration, magic, superheroes, limitless possibilities; fantasy worlds, cartoons, gadgets, breakthroughs, inspiration; visualization, ambition, crafting, video games, alternative realities; thinking outside the box, puzzles, myths, legends, animation."
male,high school,information,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'information'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Internet, books, library, news, smartphone; Google, research, learning, education, discovery; Data, facts, knowledge, wisdom, insight; Newspapers, magazines, television, radio, online forums; Computers, databases, web, search engines, social media; School, teachers, lectures, textbooks, studies; Reports, articles, documentaries, podcasts, interviews; Questions, curiosity, understanding, enlightenment, comprehension; Signals, signals, codes, messages, communication; History, culture, science, technology, politics."
male,high school,insights,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'insights'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Understanding, breakthroughs, analysis, reflections, wisdom; discoveries, intelligence, perspective, enlightenment, knowledge; solutions, clarity, ideas, thoughts, realizations; intuition, foresight, vision, interpretation, perception; advice, observations, research, findings, conclusions; learning, comprehension, awareness, revelations, innovation; strategy, planning, hypothesis, studies, achievement; feedback, critique, evaluation, judgement, opinion; intuition, gut feeling, hunches, deductions, insights; growth, development, progress, advancement, improvement."
male,high school,intelligence quotient,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'intelligence quotient'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"IQ tests, smart, numbers, school, grades; measuring intelligence, Mensa, brain games, puzzles, education; high IQ, genius, intelligence tests, problem-solving, aptitude; cognitive abilities, standardized testing, intelligence scale, academic performance, potential; critical thinking, analytical skills, memory, reasoning, logic; intelligence levels, classification, gifted, average, below average; mental age, chronological age, comparison, assessment, evaluation; knowledge, learn, capacity, understanding, perception; SAT scores, competition, scholarship, college entry, success; brainpower, intellectual, capacity, mental acuity, talent."
male,high school,internet,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'internet'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Google, social media, video games, streaming services, online shopping; Wikipedia, forums, memes, broadband, WiFi; email, YouTube, Facebook, TikTok, Instagram; research, news, blogs, podcasts, cybersecurity; e-commerce, Amazon, eBay, online banking, digital wallets; LinkedIn, job search, remote work, freelancing, online courses; music streaming, Spotify, Apple Music, Pandora, SoundCloud; online gaming, Twitch, esports, Steam, multiplayer; dating apps, Tinder, Bumble, Match.com, OkCupid; virtual reality, augmented reality, Internet of Things, smart homes, wearable tech."
male,high school,logical reasoning,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'logical reasoning'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Math problems, computer programming, Sherlock Holmes, debate club, solving puzzles; 

Critical thinking, chess, philosophy, science experiments, detective stories; 

Arguments, problem-solving, logic puzzles, coding, scientific method; 

Lawyers, engineers, brain teasers, Spock from Star Trek, logical fallacies; 

Decision making, strategy games, reasoning tests, physics, mystery novels; 

Logic gates, algorithms, hypothesis testing, Sudoku, escape rooms; 

Artificial intelligence, riddles, analytical thinking, statistics, investigation; 

Logic classes, proofs in mathematics, research methods, deduction, brain games; 

Philosophical logic, troubleshooting, game theory, forensic science, logical paradoxes; 

Inference, electrical circuits, reasoning skills, abstract reasoning, Sherlock's deduction method."
male,high school,mathematicians,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'mathematicians'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Einstein, calculations, college, formulas, puzzles; Pythagoras, numbers, calculus, geometry, algebra; Fibonacci, sequences, patterns, theories, logic; Hawking, space, physics, infinity, complexity; Descartes, graphs, coordinate system, analysis, philosophy; Turing, codes, computer science, World War II, artificial intelligence; Newton, gravity, laws of motion, calculus, optics; Euler, bridges, graphs, exponential growth, mechanics; Gauss, bell curve, primes, statistics, magnetic field; Ramanujan, infinity series, partitions, genius, self-taught."
male,high school,professor,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'professor'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Smart, College, Books, Lectures, Beard; Glasses, Research, Papers, Education, Classroom; Knowledge, University, Degree, Mentor, Serious; Whiteboard, Seminar, Expert, Grades, Exams; Tweed, Office Hours, Authority, Presentation, Study; Scholar, Doctorate, Thesis, Philosophy, Discussion; Science, Lab Coat, Experiment, Analysis, Theory; History, Boredom, Reading, Essay, Discussion; Mathematics, Calculations, Complex, Theorem, Logic; Intellectual, Conference, Publication, Critique, Advisor."
male,high school,robots,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'robots'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Artificial Intelligence, assembly line, science fiction, Boston Dynamics, Isaac Asimov; 

Automation, job losses, Tesla, Star Wars, remote control; 

Space exploration, Mars rover, drones, AI ethics, terminator; 

Sophia the robot, smart homes, Roomba, video games, Elon Musk; 

Cybernetics, prosthetics, Ex Machina, chatbots, self-driving cars; 

BattleBots, computer programming, virtual reality, RoboCop, welding; 

Futurama, 3D printing, voice assistants, LEGO Mindstorms, hacking; 

Mech suits, DARPA, The Matrix, Android, nanobots; 

Transformers, Robo advisors, Pepper robot, Skyrim mods, coding bootcamps; 

Science museums, Chess computers, The Jetsons, healthcare robots, SpaceX."
male,high school,science fiction,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'science fiction'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Spaceships, aliens, time travel, futuristic technology, dystopian societies; Star Wars, The Matrix, robots, lasers, interstellar exploration; Warp speed, extraterrestrial life, science experiments, parallel universes, artificial intelligence; Cyberpunk, space battles, black holes, quantum physics, virtual reality; Mars colonies, asteroid mining, space opera, nanotechnology, genetic engineering; Ray guns, hovercraft, alien invasion, supercomputers, cloning; Star Trek, post-apocalyptic worlds, light sabers, terraforming, alien cultures; Quantum computing, space stations, intergalactic warfare, cyberspace, exoplanets; Hyperspace, mutant powers, advanced civilizations, time machines, singularity; Teleportation, androids, galactic empire, cosmic horror, spacecraft."
male,high school,secrets,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'secrets'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Whispering, rumors, hidden diaries, surprise parties, passwords; locker combinations, secret handshakes, hushed conversations, clandestine meetings, encrypted messages; buried treasure, classified documents, silent agreements, undercover operations, anonymous sources; confessions, ghost stories, hidden compartments, mystery novels, private journals; unspoken truths, forbidden love, ancient rituals, camouflage, dark web; conspiracy theories, double lives, secret societies, stealth technology, witness protection; old family recipes, undisclosed locations, love letters, code names, escape plans; forgotten history, mythical creatures, unmarked graves, exclusive clubs, black markets; insider information, hidden talents, protective lies, shadow organizations, confidential files; unknown fathers, vanished civilizations, secret ingredients, covert missions, cryptic messages; hidden agendas, unshared crushes, sneaky habits, sealed records, elite gatherings."
male,high school,skills,2,1,You are a male high school-educated adult.,You are a male high school-educated adult. What are the first five associations that come to mind when you think of: 'skills'? Separate the responses by comma. Produce ten separate sets of five responses separated by semicolon. And remember: You are a male high school-educated adult.,"Carpentry, welding, automotive repair, cooking, basic plumbing; computer programming, video editing, graphic design, digital marketing, typing; fishing, hunting, camping, survival skills, first aid; personal finance, investing, budgeting, entrepreneurship, real estate; athletics, weightlifting, team sports, coaching, personal training; music playing, songwriting, music production, DJing, music theory; public speaking, debate, writing, reading, presentation; electrical work, HVAC, masonry, landscaping, painting; foreign languages, cultural awareness, travel planning, diplomacy, negotiation; game development, cybersecurity, network administration, data analysis, machine learning."
